EVENT_UNIQUE_ID,OCC_YEAR,OCC_MONTH,OCC_TIME_RANGE,DIVISION
GO-20201331135,2020,July,Evening,D55
GO-20201332202,2020,July,Night,D53
GO-20201331711,2020,July,Night,D32
GO-20201335936,2020,July,Afternoon,D12
GO-20201339819,2020,July,Evening,D13
GO-20201331384,2020,July,Night,D33
GO-20201340853,2020,July,Night,D11
GO-20201346655,2020,July,Morning,D42
GO-20201352369,2020,July,Night,D32
GO-20201365732,2020,July,Evening,D12
GO-20201362068,2020,July,Morning,D42
GO-20201381055,2020,July,Evening,D23
GO-20201380485,2020,July,Evening,D32
GO-20201378110,2020,July,Afternoon,D53
GO-20201380440,2020,July,Evening,D31
GO-20201376926,2020,July,Night,D14
GO-20201387527,2020,July,Evening,D52
GO-20201381949,2020,July,Night,D22
GO-20201382946,2020,July,Morning,D43
GO-20201388311,2020,July,Night,D55
GO-20201401425,2020,July,Evening,D51
GO-20201394899,2020,July,Night,D43
GO-20201394919,2020,July,Night,D51
GO-20201400800,2020,July,Evening,D31
GO-20201411020,2020,July,Afternoon,D12
GO-20201405466,2020,July,Afternoon,D41
GO-20201422924,2020,July,Evening,D12
GO-20201430091,2020,July,Evening,D32
GO-20201432187,2020,August,Morning,D32
GO-20201433636,2020,August,Afternoon,D51
GO-20201436335,2020,August,Evening,D13
GO-20201442066,2020,August,Evening,D41
GO-20201438828,2020,August,Morning,D31
GO-20201438200,2020,August,Night,D43
GO-20201442950,2020,August,Evening,D43
GO-20201439438,2020,August,Morning,D22
GO-20201445761,2020,August,Morning,D12
GO-20201448384,2020,August,Night,D31
GO-20201444572,2020,August,Night,D14
GO-20201460533,2020,August,Afternoon,D14
GO-20201464178,2020,August,Evening,D41
GO-20201469489,2020,August,Evening,D31
GO-20201473416,2020,August,Evening,D13
GO-20201480879,2020,August,Morning,D52
GO-20201488418,2020,August,Afternoon,D23
GO-20201486448,2020,August,Night,D51
GO-20201498020,2020,August,Evening,D14
GO-20201498407,2020,August,Evening,D51
GO-20201506702,2020,August,Night,D43
GO-20201508656,2020,August,Morning,D23
GO-20201519044,2020,August,Evening,D32
GO-20201513873,2020,August,Morning,D42
GO-20201514057,2020,August,Night,D13
GO-20201514016,2020,August,Night,D12
GO-20201518923,2020,August,Evening,D31
GO-20201520957,2020,August,Night,D51
GO-20201530235,2020,August,Night,D43
GO-20201540039,2020,August,Evening,D31
GO-20201541835,2020,August,Morning,D32
GO-20201541395,2020,August,Night,D41
GO-20201541728,2020,August,Night,D12
GO-20201541717,2020,August,Night,D33
GO-20201558138,2020,August,Evening,D52
GO-20201554093,2020,August,Evening,D23
GO-20201555782,2020,August,Night,D12
GO-20201555523,2020,August,Night,D12
GO-20201555698,2020,August,Night,D51
GO-20201555894,2020,August,Night,D43
GO-20201560993,2020,August,Evening,D23
GO-20201560925,2020,August,Evening,D23
GO-20201561477,2020,August,Evening,D31
GO-20201564702,2020,August,Morning,D41
GO-20201568363,2020,August,Evening,D32
GO-20201568746,2020,August,Evening,D31
GO-20201569974,2020,August,Night,D43
GO-20201570086,2020,August,Night,D41
GO-20201587728,2020,August,Evening,D42
GO-20201580315,2020,August,Night,D52
GO-20201585075,2020,August,Night,D22
GO-20201589422,2020,August,Evening,D42
GO-20201588266,2020,August,Afternoon,D22
GO-20201603867,2020,August,Evening,D22
GO-20201604898,2020,August,Evening,D43
GO-20201598438,2020,August,Night,D43
GO-20201611751,2020,August,Evening,D55
GO-20201614593,2020,August,Evening,D33
GO-20201609757,2020,August,Afternoon,D43
GO-20201605969,2020,August,Night,D55
GO-20201614884,2020,August,Evening,D31
GO-20201613759,2020,August,Night,D31
GO-20201619480,2020,August,Evening,D31
GO-20201618978,2020,August,Evening,D43
GO-20201626085,2020,August,Evening,D55
GO-20201624652,2020,August,Afternoon,D31
GO-20201624305,2020,August,Afternoon,D31
GO-20201633907,2020,August,Evening,D14
GO-20201648800,2020,September,Morning,D43
GO-20201662133,2020,September,Evening,D23
GO-20201660853,2020,September,Evening,D32
GO-20201655784,2020,September,Night,D31
GO-20201655391,2020,September,Night,D13
GO-20201655126,2020,September,Night,D43
GO-20201663031,2020,September,Night,D11
GO-20201662874,2020,September,Night,D31
GO-20201663136,2020,September,Night,D33
GO-20201662411,2020,September,Night,D32
GO-20201669782,2020,September,Night,D31
GO-20201693020,2020,September,Night,D31
GO-20201690854,2020,September,Night,D32
GO-20201690636,2020,September,Night,D43
GO-20201696860,2020,September,Night,D22
GO-20201710402,2020,September,Evening,D11
GO-20201709776,2020,September,Evening,D23
GO-20201704041,2020,September,Night,D42
GO-20201703535,2020,September,Night,D42
GO-20201709842,2020,September,Evening,D32
GO-20201713867,2020,September,Afternoon,D11
GO-20201724754,2020,September,Evening,D31
GO-20201725089,2020,September,Night,D31
GO-20201752100,2020,September,Evening,D31
GO-20201765551,2020,September,Evening,D11
GO-20201767683,2020,September,Night,D12
GO-20201774977,2020,September,Night,D42
GO-20201786596,2020,September,Evening,D42
GO-20201795293,2020,September,Evening,D31
GO-20201795480,2020,September,Evening,D23
GO-20201802634,2020,September,Evening,D31
GO-20201795982,2020,September,Night,D42
GO-20201810011,2020,September,Evening,D23
GO-20201810247,2020,September,Evening,D43
GO-20201816538,2020,September,Evening,D43
GO-20201816857,2020,September,Evening,D31
GO-20201816074,2020,September,Evening,D31
GO-20201817133,2020,September,Evening,D31
GO-20201818399,2020,September,Night,D31
GO-20201832337,2020,September,Evening,D32
GO-20201831970,2020,September,Evening,D32
GO-20201831863,2020,September,Evening,D32
GO-20201830909,2020,September,Evening,D31
GO-20201838773,2020,September,Evening,D31
GO-20201839529,2020,September,Evening,D31
GO-20201833681,2020,September,Night,D55
GO-20201833715,2020,September,Night,D32
GO-20201838399,2020,September,Evening,D23
GO-20201853696,2020,September,Evening,D41
GO-20201854285,2020,September,Evening,D51
GO-20201853895,2020,September,Evening,D31
GO-20201847802,2020,September,Night,D41
GO-20201861632,2020,September,Evening,D41
GO-20201863629,2020,October,Morning,D12
GO-20201868950,2020,October,Night,D43
GO-20201880150,2020,October,Afternoon,D32
GO-20201876749,2020,October,Morning,D31
GO-20201887687,2020,October,Evening,D43
GO-20201895534,2020,October,Night,D55
GO-20201908230,2020,October,Evening,D32
GO-20201903089,2020,October,Morning,D43
GO-20201908973,2020,October,Night,D31
GO-20201912354,2020,October,Morning,D31
GO-20201908940,2020,October,Night,D55
GO-20201908577,2020,October,Night,D31
GO-20201912250,2020,October,Afternoon,D11
GO-20201926179,2020,October,Afternoon,D31
GO-20201929675,2020,October,Night,D33
GO-20201938664,2020,October,Afternoon,D12
GO-20201935558,2020,October,Night,D32
GO-20201940878,2020,October,Night,D52
GO-20201951984,2020,October,Afternoon,D31
GO-20201960968,2020,October,Evening,D31
GO-20201963267,2020,October,Morning,D43
GO-20201968941,2020,October,Night,D22
GO-20201987459,2020,October,Night,D51
GO-20201994285,2020,October,Night,D33
GO-20202001076,2020,October,Night,D41
GO-20202020745,2020,October,Evening,D53
GO-20202016445,2020,October,Night,D43
GO-20202026517,2020,October,Afternoon,D41
GO-20202049276,2020,October,Evening,D31
GO-20202061108,2020,October,Afternoon,D31
GO-20202071574,2020,October,Afternoon,D31
GO-20202081634,2020,November,Evening,D31
GO-20202082577,2020,November,Evening,D42
GO-20202086474,2020,November,Afternoon,D31
GO-20202096368,2020,November,Evening,D31
GO-20202116740,2020,November,Evening,D42
GO-20202114189,2020,November,Afternoon,D31
GO-20202121737,2020,November,Afternoon,D14
GO-20202137595,2020,November,Evening,D12
GO-20202150143,2020,November,Evening,D42
GO-20202150380,2020,November,Evening,D23
GO-20202157734,2020,November,Evening,D32
GO-20202156338,2020,November,Afternoon,D11
GO-20202157588,2020,November,Evening,D43
GO-20202165537,2020,November,Night,D32
GO-20202203303,2020,November,Evening,D41
GO-20202210824,2020,November,Evening,D42
GO-20202216421,2020,November,Evening,D42
GO-20202228349,2020,November,Evening,D23
GO-20202226841,2020,November,Afternoon,D11
GO-20202236318,2020,November,Night,D55
GO-20202249943,2020,November,Night,D55
GO-20202249359,2020,November,Night,D31
GO-20202259962,2020,November,Evening,D11
GO-20202273410,2020,December,Evening,D31
GO-20202271563,2020,December,Afternoon,D13
GO-20202280145,2020,December,Evening,D23
GO-20202294251,2020,December,Night,D31
GO-20202301787,2020,December,Morning,D31
GO-20202348854,2020,December,Evening,D23
GO-20202345222,2020,December,Evening,D43
GO-20202340154,2020,December,Morning,D14
GO-20202349261,2020,December,Afternoon,D43
GO-20202352284,2020,December,Night,D42
GO-20202361007,2020,December,Afternoon,D12
GO-20202369398,2020,December,Evening,D42
GO-20202364388,2020,December,Night,D13
GO-20202390138,2020,December,Night,D55
GO-20202395798,2020,December,Night,D33
GO-20202411925,2020,December,Afternoon,D55
GO-20202417151,2020,December,Afternoon,D53
GO-20202420544,2020,December,Morning,D23
GO-20202438829,2020,December,Morning,D11
GO-20202436606,2020,December,Afternoon,D43
GO-20202458031,2020,December,Evening,D13
GO-20211449,2021,January,Morning,D14
GO-2021160,2021,January,Night,D12
GO-2021945,2021,January,Night,D43
GO-20214646,2021,January,Evening,D13
GO-20219451,2021,January,Afternoon,D43
GO-202111003,2021,January,Evening,D23
GO-202117104,2021,January,Night,D32
GO-202119132,2021,January,Night,D42
GO-202136815,2021,January,Evening,D32
GO-202140069,2021,January,Afternoon,D42
GO-202142189,2021,January,Evening,D31
GO-202153235,2021,January,Afternoon,D31
GO-202158616,2021,January,Afternoon,D23
GO-202181743,2021,January,Evening,D23
GO-202195048,2021,January,Evening,D23
GO-2021101737,2021,January,Night,D32
GO-2021105728,2021,January,Afternoon,D31
GO-2021126801,2021,January,Evening,D32
GO-2021125831,2021,January,Evening,D31
GO-2021126831,2021,January,Night,D33
GO-2021133150,2021,January,Evening,D31
GO-2021140872,2021,January,Night,D12
GO-2021148394,2021,January,Morning,D23
GO-2021173024,2021,January,Night,D32
GO-2021185744,2021,January,Evening,D53
GO-2021195452,2021,January,Evening,D32
GO-2021198314,2021,January,Evening,D12
GO-2021212441,2021,February,Night,D51
GO-2021238843,2021,February,Evening,D42
GO-2021250265,2021,February,Evening,D41
GO-2021251003,2021,February,Evening,D32
GO-2021257693,2021,February,Evening,D55
GO-2021264572,2021,February,Evening,D23
GO-2021264246,2021,February,Evening,D33
GO-2021262459,2021,February,Night,D55
GO-2021272244,2021,February,Night,D31
GO-2021277195,2021,February,Evening,D23
GO-2021272047,2021,February,Night,D31
GO-2021284280,2021,February,Evening,D55
GO-2021297955,2021,February,Evening,D42
GO-2021294063,2021,February,Afternoon,D31
GO-2021328196,2021,February,Evening,D14
GO-2021347016,2021,February,Evening,D55
GO-2021366481,2021,February,Night,D13
GO-2021399849,2021,March,Evening,D31
GO-2021420574,2021,March,Evening,D43
GO-2021415713,2021,March,Night,D52
GO-2021442895,2021,March,Morning,D43
GO-2021446994,2021,March,Afternoon,D41
GO-2021445094,2021,March,Afternoon,D13
GO-2021448580,2021,March,Evening,D51
GO-2021449047,2021,March,Evening,D23
GO-2021456465,2021,March,Night,D23
GO-2021461385,2021,March,Afternoon,D14
GO-2021465953,2021,March,Morning,D12
GO-2021465833,2021,March,Night,D55
GO-2021493792,2021,March,Afternoon,D22
GO-2021492537,2021,March,Afternoon,D32
GO-2021493970,2021,March,Afternoon,D42
GO-2021495650,2021,March,Evening,D23
GO-2021507356,2021,March,Night,D33
GO-2021504277,2021,March,Night,D41
GO-2021516567,2021,March,Evening,D51
GO-2021523064,2021,March,Evening,D12
GO-2021531745,2021,March,Night,D12
GO-2021531674,2021,March,Night,D33
GO-2021545698,2021,March,Night,D41
GO-2021560413,2021,March,Night,D41
GO-2021559816,2021,March,Night,D11
GO-2021579441,2021,March,Night,D22
GO-2021578802,2021,March,Night,D11
GO-2021593321,2021,March,Evening,D23
GO-2021593098,2021,March,Evening,D31
GO-2021592753,2021,March,Evening,D31
GO-2021611765,2021,April,Afternoon,D23
GO-2021613646,2021,April,Night,D31
GO-2021613748,2021,April,Night,D23
GO-2021633051,2021,April,Evening,D12
GO-2021629667,2021,April,Afternoon,D12
GO-2021645534,2021,April,Afternoon,D14
GO-2021640442,2021,April,Night,D42
GO-2021647370,2021,April,Evening,D33
GO-2021646570,2021,April,Evening,D23
GO-2021654202,2021,April,Evening,D23
GO-2021661434,2021,April,Evening,D31
GO-2021661491,2021,April,Evening,D31
GO-2021659633,2021,April,Afternoon,D43
GO-2021665928,2021,April,Afternoon,D32
GO-2021665802,2021,April,Afternoon,D31
GO-2021662316,2021,April,Morning,D23
GO-2021687214,2021,April,Evening,D32
GO-2021687954,2021,April,Evening,D31
GO-2021699306,2021,April,Evening,D31
GO-2021692802,2021,April,Afternoon,D14
GO-2021688940,2021,April,Night,D42
GO-2021695153,2021,April,Night,D32
GO-2021700719,2021,April,Evening,D12
GO-2021706458,2021,April,Afternoon,D22
GO-2021715403,2021,April,Evening,D23
GO-2021728546,2021,April,Night,D11
GO-2021739152,2021,April,Afternoon,D31
GO-2021741765,2021,April,Night,D12
GO-2021755485,2021,April,Night,D31
GO-2021775037,2021,April,Evening,D42
GO-2021789135,2021,April,Morning,D43
GO-2021905395,2021,May,Evening,D22
GO-2021810597,2021,May,Morning,D22
GO-2021809635,2021,May,Night,D31
GO-2021815070,2021,May,Evening,D42
GO-2021826881,2021,May,Afternoon,D22
GO-2021846540,2021,May,Night,D41
GO-2021848239,2021,May,Night,D23
GO-2021865970,2021,May,Morning,D55
GO-2021872844,2021,May,Night,D11
GO-2021889605,2021,May,Night,D33
GO-2021895109,2021,May,Night,D12
GO-2021904598,2021,May,Afternoon,D23
GO-2021904318,2021,May,Afternoon,D41
GO-2021905192,2021,May,Afternoon,D41
GO-2021902423,2021,May,Night,D43
GO-2021908467,2021,May,Night,D42
GO-2021914877,2021,May,Evening,D11
GO-2021929360,2021,May,Evening,D11
GO-2021956124,2021,May,Evening,D42
GO-2021946202,2021,May,Night,D14
GO-2021952372,2021,May,Evening,D43
GO-2021968212,2021,May,Afternoon,D23
GO-2021960416,2021,May,Afternoon,D32
GO-2021958329,2021,May,Evening,D31
GO-2021961442,2021,May,Evening,D55
GO-2021958363,2021,May,Evening,D12
GO-2021960682,2021,May,Evening,D31
GO-2021964920,2021,May,Evening,D23
GO-2021965321,2021,May,Evening,D11
GO-2021975383,2021,May,Afternoon,D13
GO-2021978003,2021,May,Afternoon,D11
GO-2021994348,2021,May,Night,D42
GO-2021999725,2021,May,Evening,D51
GO-20211004680,2021,May,Evening,D23
GO-20211008418,2021,May,Evening,D41
GO-20211044017,2021,June,Evening,D31
GO-20211062370,2021,June,Afternoon,D41
GO-20211065739,2021,June,Night,D12
GO-20211079527,2021,June,Evening,D22
GO-20211079698,2021,June,Evening,D31
GO-20211079379,2021,June,Morning,D42
GO-20211084621,2021,June,Afternoon,D11
GO-20211087369,2021,June,Night,D43
GO-20211109660,2021,June,Evening,D31
GO-20211092177,2021,June,Afternoon,D31
GO-20211094998,2021,June,Night,D11
GO-20211108228,2021,June,Evening,D41
GO-20211102532,2021,June,Night,D42
GO-20211107853,2021,June,Evening,D43
GO-20211102173,2021,June,Night,D14
GO-20211115122,2021,June,Evening,D41
GO-20211108068,2021,June,Night,D12
GO-20211130357,2021,June,Night,D31
GO-20211163910,2021,June,Afternoon,D31
GO-20211151494,2021,June,Evening,D41
GO-20211145514,2021,June,Night,D55
GO-20211150408,2021,June,Evening,D23
GO-20211231834,2021,June,Morning,D12
GO-20211145595,2021,June,Night,D14
GO-20211156132,2021,June,Evening,D22
GO-20211152616,2021,June,Night,D51
GO-20211158175,2021,June,Night,D12
GO-20211158258,2021,June,Night,D55
GO-20211172089,2021,June,Evening,D55
GO-20211170788,2021,June,Night,D32
GO-20211165566,2021,June,Night,D12
GO-20211171472,2021,June,Night,D31
GO-20211185988,2021,June,Evening,D12
GO-20211182404,2021,June,Afternoon,D31
GO-20211206544,2021,June,Evening,D51
GO-20211222588,2021,June,Evening,D23
GO-20211222552,2021,June,Evening,D12
GO-20211236372,2021,July,Evening,D23
GO-20211233004,2021,July,Afternoon,D12
GO-20211236893,2021,July,Night,D55
GO-20211248165,2021,July,Evening,D41
GO-20211250932,2021,July,Night,D14
GO-20211256124,2021,July,Evening,D41
GO-20211263005,2021,July,Evening,D31
GO-20211271289,2021,July,Evening,D42
GO-20211278997,2021,July,Night,D32
GO-20211289544,2021,July,Afternoon,D42
GO-20211292566,2021,July,Night,D51
GO-20211297621,2021,July,Evening,D12
GO-20211299231,2021,July,Night,D14
GO-20211302140,2021,July,Afternoon,D22
GO-20211304973,2021,July,Night,D14
GO-20211307319,2021,July,Afternoon,D31
GO-20211315148,2021,July,Evening,D23
GO-20211332970,2021,July,Night,D14
GO-20211333280,2021,July,Night,D43
GO-20211341366,2021,July,Night,D42
GO-20211347260,2021,July,Night,D14
GO-20211350605,2021,July,Afternoon,D22
GO-20211346789,2021,July,Night,D53
GO-20211360043,2021,July,Evening,D42
GO-20211359938,2021,July,Evening,D55
GO-20211354924,2021,July,Night,D43
GO-20211353633,2021,July,Night,D23
GO-20211353566,2021,July,Night,D14
GO-20211367378,2021,July,Evening,D31
GO-20211366944,2021,July,Evening,D23
GO-20211362011,2021,July,Night,D41
GO-20211360309,2021,July,Night,D23
GO-20211360823,2021,July,Night,D23
GO-20211367054,2021,July,Evening,D13
GO-20211370222,2021,July,Night,D12
GO-20211374585,2021,July,Evening,D31
GO-20211367560,2021,July,Night,D31
GO-20211388437,2021,July,Evening,D42
GO-20211388771,2021,July,Evening,D51
GO-20211385413,2021,July,Afternoon,D42
GO-20211390098,2021,July,Night,D12
GO-20211395264,2021,July,Evening,D33
GO-20211396405,2021,July,Night,D51
GO-20211414200,2021,July,Afternoon,D31
GO-20211423425,2021,July,Evening,D23
GO-20211423598,2021,July,Evening,D32
GO-20211438389,2021,July,Evening,D12
GO-20211438558,2021,July,Evening,D41
GO-20211437345,2021,July,Evening,D55
GO-20211436526,2021,July,Afternoon,D31
GO-20211443221,2021,July,Afternoon,D31
GO-20211446123,2021,August,Night,D14
GO-20211448152,2021,August,Morning,D31
GO-20211446649,2021,August,Night,D22
GO-20211457659,2021,August,Evening,D31
GO-20211457874,2021,August,Evening,D42
GO-20211476634,2021,August,Afternoon,D43
GO-20211480214,2021,August,Night,D53
GO-20211494943,2021,August,Night,D14
GO-20211496692,2021,August,Afternoon,D14
GO-20211498229,2021,August,Afternoon,D43
GO-20211500661,2021,August,Night,D31
GO-20211500253,2021,August,Night,D32
GO-20211529926,2021,August,Evening,D43
GO-20211526619,2021,August,Morning,D43
GO-20211534404,2021,August,Afternoon,D22
GO-20211544149,2021,August,Evening,D42
GO-20211543961,2021,August,Evening,D12
GO-20211545017,2021,August,Night,D31
GO-20211557833,2021,August,Evening,D12
GO-20211550234,2021,August,Evening,D51
GO-20211551076,2021,August,Night,D22
GO-20211550946,2021,August,Night,D42
GO-20211557900,2021,August,Night,D12
GO-20211578108,2021,August,Evening,D43
GO-20211578496,2021,August,Evening,D43
GO-20211572580,2021,August,Night,D22
GO-20211591560,2021,August,Evening,D43
GO-20211588304,2021,August,Morning,D52
GO-20211592565,2021,August,Evening,D42
GO-20211606871,2021,August,Evening,D31
GO-20211602670,2021,August,Morning,D55
GO-20211611666,2021,August,Night,D33
GO-20211635224,2021,August,Evening,D51
GO-20211630428,2021,August,Morning,D22
GO-20211629961,2021,August,Night,D55
GO-20211630038,2021,August,Night,D14
GO-20211637906,2021,August,Night,D12
GO-20211638087,2021,August,Night,D52
GO-20211638855,2021,August,Morning,D51
GO-20211652699,2021,August,Evening,D42
GO-20211647944,2021,August,Afternoon,D32
GO-20211650647,2021,August,Evening,D55
GO-20211659078,2021,August,Night,D53
GO-20211665860,2021,August,Evening,D55
GO-20211671933,2021,September,Evening,D41
GO-20211676241,2021,September,Morning,D12
GO-20211684171,2021,September,Afternoon,D32
GO-20211784082,2021,September,Night,D43
GO-20211697263,2021,September,Evening,D43
GO-20211688866,2021,September,Night,D31
GO-20211693001,2021,September,Evening,D11
GO-20211694982,2021,September,Night,D14
GO-20211700039,2021,September,Evening,D31
GO-20211703862,2021,September,Night,D42
GO-20211713828,2021,September,Evening,D31
GO-20211707669,2021,September,Night,D31
GO-20211729116,2021,September,Evening,D12
GO-20211735524,2021,September,Evening,D32
GO-20211729741,2021,September,Night,D14
GO-20211738608,2021,September,Night,D43
GO-20211737237,2021,September,Night,D31
GO-20211746665,2021,September,Night,D23
GO-20211744961,2021,September,Night,D31
GO-20211757202,2021,September,Evening,D51
GO-20211755019,2021,September,Afternoon,D12
GO-20211761959,2021,September,Afternoon,D53
GO-20211769108,2021,September,Afternoon,D23
GO-20211767582,2021,September,Night,D42
GO-20211768465,2021,September,Night,D42
GO-20211788435,2021,September,Evening,D41
GO-20211789467,2021,September,Night,D31
GO-20211789774,2021,September,Night,D31
GO-20211794405,2021,September,Evening,D51
GO-20211807904,2021,September,Night,D31
GO-20211820240,2021,September,Afternoon,D42
GO-20211843730,2021,September,Evening,D31
GO-20211847831,2021,September,Night,D42
GO-20211851845,2021,September,Night,D42
GO-20211846033,2021,September,Night,D14
GO-20211851960,2021,September,Night,D23
GO-20211894080,2021,September,Morning,D33
GO-20211868163,2021,September,Morning,D13
GO-20211874832,2021,September,Night,D51
GO-20211874883,2021,September,Night,D51
GO-20212510977,2021,October,Morning,D43
GO-20211881843,2021,October,Night,D42
GO-20211893257,2021,October,Night,D55
GO-20211896603,2021,October,Night,D55
GO-20211902102,2021,October,Evening,D12
GO-20211916142,2021,October,Evening,D43
GO-20211936332,2021,October,Evening,D12
GO-20211942292,2021,October,Afternoon,D31
GO-20211944104,2021,October,Evening,D43
GO-20211955881,2021,October,Night,D41
GO-20211944154,2021,October,Evening,D53
GO-20211949678,2021,October,Evening,D14
GO-20211973657,2021,October,Night,D12
GO-20211971401,2021,October,Evening,D42
GO-20211983123,2021,October,Afternoon,D14
GO-20211987049,2021,October,Night,D31
GO-20211987392,2021,October,Night,D52
GO-20212005867,2021,October,Evening,D55
GO-20212006477,2021,October,Evening,D33
GO-20212007140,2021,October,Night,D14
GO-20212019563,2021,October,Afternoon,D52
GO-20212014723,2021,October,Night,D14
GO-20212022276,2021,October,Night,D31
GO-20212021989,2021,October,Night,D23
GO-20212045900,2021,October,Night,D14
GO-20212040619,2021,October,Afternoon,D12
GO-20212036766,2021,October,Night,D31
GO-20212037136,2021,October,Night,D12
GO-20212044298,2021,October,Night,D33
GO-20212044738,2021,October,Morning,D13
GO-20212044001,2021,October,Night,D23
GO-20212048690,2021,October,Evening,D51
GO-20212048858,2021,October,Evening,D41
GO-20212078427,2021,October,Evening,D43
GO-20212071533,2021,October,Night,D42
GO-20212079091,2021,October,Night,D41
GO-20212084546,2021,October,Evening,D55
GO-20212084703,2021,October,Evening,D13
GO-20212092617,2021,October,Night,D22
GO-20212092589,2021,October,Night,D14
GO-20212111098,2021,November,Evening,D43
GO-20212119667,2021,November,Evening,D43
GO-20212134794,2021,November,Night,D43
GO-20212162431,2021,November,Evening,D32
GO-20212161524,2021,November,Evening,D43
GO-20212161977,2021,November,Evening,D11
GO-20212168391,2021,November,Afternoon,D43
GO-20212176548,2021,November,Evening,D12
GO-20212170435,2021,November,Night,D13
GO-20212175722,2021,November,Night,D51
GO-20212203616,2021,November,Evening,D41
GO-20212205167,2021,November,Night,D42
GO-20212211875,2021,November,Evening,D43
GO-20212215246,2021,November,Night,D23
GO-20212247924,2021,November,Evening,D55
GO-20212242642,2021,November,Night,D14
GO-20212248438,2021,November,Night,D41
GO-20212254831,2021,November,Evening,D43
GO-20212263490,2021,November,Night,D43
GO-20212263339,2021,November,Night,D14
GO-20212277790,2021,November,Night,D42
GO-20212291280,2021,November,Evening,D11
GO-20212318717,2021,December,Evening,D42
GO-20212320623,2021,December,Morning,D55
GO-20212322592,2021,December,Night,D43
GO-20212349540,2021,December,Morning,D43
GO-20212355594,2021,December,Night,D42
GO-20212368852,2021,December,Evening,D43
GO-20212397248,2021,December,Evening,D42
GO-20212391786,2021,December,Night,D52
GO-20212402720,2021,December,Evening,D23
GO-20212397532,2021,December,Night,D31
GO-20212397941,2021,December,Night,D42
GO-20212403674,2021,December,Evening,D31
GO-20212411276,2021,December,Evening,D12
GO-20212411409,2021,December,Evening,D55
GO-20212413740,2021,December,Night,D33
GO-20212416373,2021,December,Afternoon,D12
GO-20212430312,2021,December,Afternoon,D11
GO-20212439191,2021,December,Evening,D43
GO-20212442304,2021,December,Afternoon,D43
GO-20212452531,2021,December,Night,D43
GO-20212454821,2021,December,Morning,D51
GO-20212463489,2021,December,Afternoon,D43
GO-20212471927,2021,December,Evening,D31
GO-20212468633,2021,December,Night,D23
GO-20212490521,2021,December,Night,D11
GO-20212477849,2021,December,Evening,D32
GO-20212479567,2021,December,Morning,D13
GO-20212488531,2021,December,Afternoon,D12
GO-20212484226,2021,December,Night,D32
GO-20212487697,2021,December,Evening,D12
GO-20212484505,2021,December,Night,D31
GO-20212484394,2021,December,Morning,D51
GO-2021143259,2021,December,Evening,D41
GO-20212517884,2021,December,Evening,D22
GO-20212520286,2021,December,Evening,D43
GO-2022414,2022,January,Night,D53
GO-20226754,2022,January,Night,D55
GO-20229964,2022,January,Afternoon,D12
GO-202217098,2022,January,Afternoon,D22
GO-202216903,2022,January,Evening,D22
GO-202218099,2022,January,Night,D42
GO-202230928,2022,January,Evening,D31
GO-202229141,2022,January,Afternoon,D42
GO-202234701,2022,January,Night,D31
GO-202235419,2022,January,Afternoon,D11
GO-202237247,2022,January,Evening,D41
GO-202244408,2022,January,Evening,D22
GO-202242789,2022,January,Afternoon,D51
GO-202245199,2022,January,Night,D53
GO-202250654,2022,January,Evening,D31
GO-202250758,2022,January,Evening,D53
GO-202255983,2022,January,Evening,D23
GO-202255121,2022,January,Evening,D32
GO-202298250,2022,January,Night,D11
GO-2022110972,2022,January,Night,D23
GO-2022124347,2022,January,Evening,D55
GO-2022138169,2022,January,Evening,D33
GO-2022139163,2022,January,Night,D12
GO-2022139621,2022,January,Night,D12
GO-2022151149,2022,January,Evening,D53
GO-2022183740,2022,January,Night,D31
GO-2022184326,2022,January,Afternoon,D43
GO-2022187061,2022,January,Evening,D55
GO-2022189096,2022,January,Morning,D12
GO-2022192804,2022,January,Evening,D31
GO-2022199656,2022,January,Evening,D42
GO-2022199616,2022,January,Evening,D51
GO-2022200412,2022,January,Morning,D55
GO-2022210012,2022,February,Morning,D31
GO-2022207927,2022,February,Night,D33
GO-2022221348,2022,February,Evening,D42
GO-2022218288,2022,February,Afternoon,D51
GO-2022228956,2022,February,Night,D32
GO-2022235327,2022,February,Night,D43
GO-2022240430,2022,February,Evening,D51
GO-2022241879,2022,February,Night,D31
GO-2022266348,2022,February,Evening,D55
GO-2022272135,2022,February,Evening,D11
GO-2022266660,2022,February,Night,D12
GO-2022279048,2022,February,Evening,D55
GO-2022281965,2022,February,Afternoon,D23
GO-2022288348,2022,February,Afternoon,D41
GO-2022292088,2022,February,Morning,D55
GO-2022295079,2022,February,Afternoon,D31
GO-2022294326,2022,February,Afternoon,D41
GO-2022297309,2022,February,Night,D53
GO-2022306646,2022,February,Morning,D55
GO-2022314804,2022,February,Afternoon,D32
GO-2022323971,2022,February,Evening,D33
GO-2022327066,2022,February,Afternoon,D32
GO-2022324234,2022,February,Night,D12
GO-2022336398,2022,February,Night,D31
GO-2022336423,2022,February,Night,D43
GO-2022345613,2022,February,Afternoon,D33
GO-2022353835,2022,February,Evening,D31
GO-2022369524,2022,February,Night,D32
GO-2022370217,2022,February,Morning,D14
GO-2022375736,2022,February,Night,D31
GO-2022379623,2022,February,Evening,D43
GO-2022385565,2022,February,Afternoon,D43
GO-20221950230,2022,March,Evening,D14
GO-2022401394,2022,March,Evening,D31
