EVENT_UNIQUE_ID,OCC_YEAR,OCC_MONTH,OCC_TIME_RANGE,DIVISION
GO-2004133803,2004,January,Night,D31
GO-2004120070,2004,January,Night,D54
GO-2004135509,2004,January,Night,D14
GO-2004126451,2004,January,Afternoon,D41
GO-2004139160,2004,January,Evening,D42
GO-2004136310,2004,January,Evening,D42
GO-2004125755,2004,January,Morning,D42
GO-2004136086,2004,January,Afternoon,D42
GO-2004147495,2004,January,Evening,D42
GO-2004147139,2004,January,Evening,D32
GO-2004149554,2004,January,Evening,D42
GO-2004150454,2004,January,Morning,D54
GO-2004149400,2004,January,Night,D42
GO-2004153438,2004,January,Night,D42
GO-2004153036,2004,January,Evening,D42
GO-2004156017,2004,January,Afternoon,D41
GO-2004153417,2004,January,Night,D31
GO-2004148619,2004,January,Night,D42
GO-2004148623,2004,January,Night,D13
GO-2004157000,2004,January,Night,D42
GO-2004170771,2004,January,Evening,D32
GO-2004187244,2004,February,Night,D41
GO-2004172092,2004,February,Night,D13
GO-2004195761,2004,February,Morning,D53
GO-2004194940,2004,February,Evening,D42
GO-2004218803,2004,March,Night,D42
GO-2004218585,2004,March,Night,D42
GO-2004200779,2004,March,Night,D41
GO-2004224089,2004,March,Night,D23
GO-2004233515,2004,March,Evening,D42
GO-2004237217,2004,March,Evening,D31
GO-2004232446,2004,March,Night,D41
GO-2004213938,2004,March,Night,D33
GO-2004235315,2004,March,Evening,D23
GO-2004232800,2004,March,Evening,D31
GO-2004239294,2004,March,Evening,D41
GO-2004239286,2004,March,Night,D13
GO-2004252448,2004,March,Afternoon,D31
GO-2004268947,2004,March,Night,D41
GO-2004251775,2004,March,Morning,D42
GO-2004255020,2004,March,Morning,D41
GO-2004255502,2004,March,Afternoon,D31
GO-2004259451,2004,April,Evening,D23
GO-2004263733,2004,April,Evening,D42
GO-2004262735,2004,April,Evening,D42
GO-2004303360,2004,April,Night,D52
GO-2004303455,2004,April,Evening,D42
GO-2004250857,2004,April,Evening,D23
GO-2004304903,2004,April,Evening,D42
GO-2004764704,2004,April,Evening,D14
GO-2004310859,2004,April,Night,D31
GO-2004295496,2004,April,Night,D52
GO-2004314373,2004,April,Night,D14
GO-2004315641,2004,April,Morning,D31
GO-2004348492,2004,April,Night,D52
GO-2004341984,2004,April,Afternoon,D42
GO-2004239848,2004,April,Night,D32
GO-2004339280,2004,April,Evening,D42
GO-2004333885,2004,April,Evening,D42
GO-2004390743,2004,April,Night,D12
GO-2004350484,2004,May,Evening,D23
GO-2004417251,2004,May,Evening,D54
GO-2004301868,2004,May,Night,D54
GO-2004388577,2004,May,Night,D31
GO-2004387646,2004,May,Afternoon,D31
GO-2004354521,2004,May,Evening,D14
GO-2004392487,2004,May,Afternoon,D31
GO-2004591388,2004,May,Night,D12
GO-2004311851,2004,May,Afternoon,D31
GO-2004397105,2004,May,Night,D41
GO-2004394774,2004,May,Evening,D22
GO-2004387719,2004,May,Afternoon,D52
GO-2004406517,2004,May,Night,D12
GO-2004408691,2004,May,Night,D23
GO-2004408131,2004,May,Night,D14
GO-2004374867,2004,May,Evening,D51
GO-2004308782,2004,May,Evening,D31
GO-2004409444,2004,May,Night,D23
GO-2004414391,2004,May,Evening,D23
GO-2004423639,2004,May,Afternoon,D12
GO-2004482932,2004,May,Night,D51
GO-2004437150,2004,May,Afternoon,D12
GO-2004421259,2004,May,Evening,D23
GO-2004455760,2004,May,Evening,D51
GO-2004413914,2004,May,Afternoon,D22
GO-2004455137,2004,June,Night,D14
GO-2004484856,2004,June,Afternoon,D14
GO-20041053840,2004,June,Evening,D12
GO-2004457239,2004,June,Evening,D43
GO-2004487997,2004,June,Evening,D42
GO-2004510279,2004,June,Night,D23
GO-2004515049,2004,June,Afternoon,D43
GO-2004525248,2004,June,Evening,D52
GO-2004518544,2004,June,Night,D31
GO-2004521591,2004,June,Evening,D14
GO-2004511158,2004,June,Afternoon,D22
GO-2004513214,2004,June,Evening,D51
GO-2004513218,2004,June,Afternoon,D22
GO-2004650414,2004,June,Afternoon,D22
GO-2004505020,2004,June,Night,D42
GO-2004510813,2004,June,Afternoon,D31
GO-2004536122,2004,June,Night,D42
GO-2004564223,2004,July,Night,D31
GO-2004598521,2004,July,Night,D42
GO-2004574277,2004,July,Night,D22
GO-2004499572,2004,July,Night,D31
GO-2004515430,2004,July,Night,D13
GO-2004577384,2004,July,Morning,D14
GO-2004432295,2004,July,Afternoon,D11
GO-2004602734,2004,July,Afternoon,D31
GO-2004592201,2004,July,Night,D33
GO-2004594159,2004,July,Night,D51
GO-2004600109,2004,July,Evening,D23
GO-2004612791,2004,July,Evening,D23
GO-2004556110,2004,July,Evening,D31
GO-2004607150,2004,August,Morning,D42
GO-2004608027,2004,August,Evening,D12
GO-2004717029,2004,August,Evening,D23
GO-2004629200,2004,August,Night,D31
GO-2004629203,2004,August,Evening,D22
GO-2004630187,2004,August,Night,D31
GO-2004637474,2004,August,Morning,D52
GO-2004974875,2004,August,Night,D52
GO-2004637632,2004,August,Evening,D43
GO-2004702788,2004,August,Evening,D14
GO-2004637844,2004,August,Evening,D23
GO-2004642018,2004,August,Evening,D31
GO-2004641880,2004,August,Night,D12
GO-2004642019,2004,August,Evening,D31
GO-2004640940,2004,August,Evening,D42
GO-2004597291,2004,August,Night,D31
GO-2004637869,2004,August,Night,D54
GO-2004592255,2004,August,Evening,D43
GO-2004642752,2004,August,Night,D41
GO-2004647837,2004,September,Evening,D13
GO-2004599316,2004,September,Night,D31
GO-2004591518,2004,September,Afternoon,D51
GO-2004642110,2004,September,Night,D23
GO-2004645696,2004,September,Evening,D31
GO-2004641371,2004,September,Night,D23
GO-2004646393,2004,September,Afternoon,D23
GO-2004654954,2004,September,Evening,D43
GO-2004649788,2004,September,Afternoon,D51
GO-2004654953,2004,September,Night,D51
GO-2004658110,2004,September,Evening,D42
GO-2004663715,2004,September,Night,D22
GO-2004658416,2004,September,Evening,D51
GO-2004650681,2004,September,Night,D23
GO-2004668846,2004,September,Night,D55
GO-2004669350,2004,September,Night,D31
GO-2004676605,2004,September,Morning,D51
GO-2004497549,2004,September,Evening,D42
GO-2004676793,2004,October,Night,D12
GO-2004685734,2004,October,Evening,D33
GO-2004683174,2004,October,Afternoon,D31
GO-20041036512,2004,October,Night,D43
GO-2004687286,2004,October,Night,D14
GO-2004480388,2004,October,Evening,D23
GO-2004684041,2004,October,Evening,D13
GO-2004692390,2004,October,Night,D14
GO-2004619258,2004,October,Evening,D33
GO-2004439509,2004,October,Night,D31
GO-2004695551,2004,October,Night,D12
GO-2004676368,2004,November,Morning,D32
GO-2004707339,2004,November,Evening,D13
GO-2004704991,2004,November,Morning,D31
GO-2004704992,2004,November,Evening,D42
GO-2004491397,2004,November,Afternoon,D42
GO-2004691183,2004,November,Night,D31
GO-2004710040,2004,November,Evening,D22
GO-2004696934,2004,November,Afternoon,D23
GO-2004715205,2004,November,Night,D23
GO-2004431138,2004,November,Evening,D12
GO-2004696937,2004,November,Night,D23
GO-2004741422,2004,November,Night,D14
GO-2004734100,2004,November,Afternoon,D31
GO-2004734427,2004,November,Night,D42
GO-2004790656,2004,December,Evening,D51
GO-2004732104,2004,December,Night,D33
GO-2004756919,2004,December,Night,D13
GO-2004768032,2004,December,Afternoon,D42
GO-2004773793,2004,December,Evening,D42
GO-2004736004,2004,December,Night,D51
GO-2004811677,2004,December,Afternoon,D41
GO-2004730003,2004,December,Evening,D54
GO-2004750027,2004,December,Evening,D31
GO-2004823002,2004,December,Night,D42
GO-2004861470,2004,December,Evening,D32
GO-2004773806,2004,December,Afternoon,D42
GO-2004710035,2004,December,Night,D42
GO-2004774602,2004,December,Evening,D11
GO-2005860182,2005,January,Night,D12
GO-2005776512,2005,January,Evening,D33
GO-2005736236,2005,January,Evening,D41
GO-2005999284,2005,January,Night,D52
GO-2005773453,2005,January,Night,D52
GO-2005774710,2005,January,Evening,D53
GO-2005866828,2005,January,Night,D43
GO-20051443627,2005,January,Evening,D22
GO-2005920738,2005,January,Evening,D14
GO-2005774900,2005,January,Night,D31
GO-2005772582,2005,January,Evening,D31
GO-2005873262,2005,January,Night,D42
GO-2005883036,2005,January,Evening,D22
GO-2005896053,2005,January,Evening,D33
GO-2005919556,2005,January,Night,D12
GO-2005732268,2005,February,Evening,D31
GO-20051064463,2005,February,Night,D41
GO-2005901779,2005,February,Evening,D43
GO-2005928264,2005,February,Evening,D32
GO-2005832576,2005,February,Evening,D51
GO-2005951634,2005,February,Afternoon,D33
GO-2005901792,2005,February,Night,D42
GO-2005736672,2005,February,Night,D23
GO-2005787630,2005,February,Evening,D14
GO-2005955160,2005,February,Night,D23
GO-2005918414,2005,February,Evening,D51
GO-2005768554,2005,February,Night,D41
GO-2005955718,2005,February,Night,D52
GO-2005943518,2005,February,Night,D55
GO-2005943440,2005,February,Night,D43
GO-2005776194,2005,February,Night,D43
GO-2005969241,2005,February,Night,D32
GO-2005953782,2005,March,Night,D33
GO-2005953786,2005,March,Evening,D33
GO-2005968835,2005,March,Evening,D42
GO-2005949471,2005,March,Morning,D43
GO-2005743293,2005,March,Night,D52
GO-2005986104,2005,March,Night,D42
GO-2005773526,2005,March,Afternoon,D54
GO-2005993468,2005,March,Night,D43
GO-20051030464,2005,March,Morning,D51
GO-2005946945,2005,March,Evening,D31
GO-20051016691,2005,March,Afternoon,D32
GO-20051017308,2005,March,Morning,D42
GO-2005758325,2005,March,Morning,D51
GO-2005761483,2005,March,Evening,D54
GO-20051017403,2005,March,Night,D31
GO-2005743823,2005,March,Afternoon,D31
GO-2005961606,2005,March,Night,D14
GO-20051013463,2005,March,Afternoon,D23
GO-2005771937,2005,March,Afternoon,D23
GO-2005777302,2005,April,Night,D53
GO-2005782484,2005,April,Night,D52
GO-2005799672,2005,April,Night,D22
GO-20051008036,2005,April,Evening,D42
GO-20051018414,2005,April,Night,D23
GO-2005743298,2005,April,Afternoon,D51
GO-2005884190,2005,April,Night,D41
GO-2005954900,2005,April,Afternoon,D43
GO-2005809873,2005,April,Afternoon,D42
GO-2005843089,2005,April,Evening,D51
GO-2005838233,2005,April,Night,D42
GO-20051052948,2005,April,Evening,D11
GO-20051061840,2005,April,Night,D14
GO-2005893223,2005,April,Afternoon,D43
GO-2005739652,2005,April,Night,D31
GO-20051017873,2005,April,Night,D52
GO-20051023674,2005,April,Afternoon,D33
GO-2005734608,2005,April,Night,D51
GO-2005772597,2005,April,Afternoon,D31
GO-20051056629,2005,May,Afternoon,D32
GO-20051017468,2005,May,Evening,D31
GO-2005791408,2005,May,Evening,D51
GO-2005739574,2005,May,Night,D14
GO-2005761194,2005,May,Morning,D12
GO-2005868853,2005,May,Evening,D22
GO-2005736703,2005,May,Night,D23
GO-2005805940,2005,May,Evening,D31
GO-2005770056,2005,May,Night,D55
GO-2005800470,2005,May,Night,D32
GO-2005997256,2005,May,Night,D42
GO-2005756176,2005,May,Night,D54
GO-20051001532,2005,May,Night,D51
GO-2005863844,2005,May,Night,D43
GO-2005975202,2005,May,Night,D31
GO-2005988453,2005,May,Night,D43
GO-20051084815,2005,May,Night,D31
GO-20051017486,2005,May,Evening,D31
GO-2005963484,2005,May,Afternoon,D43
GO-20051054082,2005,May,Night,D31
GO-20051050162,2005,May,Evening,D31
GO-20051094038,2005,May,Night,D12
GO-2005780476,2005,May,Evening,D12
GO-2005970809,2005,May,Evening,D31
GO-2005746522,2005,May,Night,D32
GO-20051001211,2005,May,Afternoon,D31
GO-2005985784,2005,June,Evening,D23
GO-2005795107,2005,June,Night,D32
GO-2005974161,2005,June,Evening,D31
GO-20051040265,2005,June,Night,D23
GO-20051057010,2005,June,Afternoon,D31
GO-20051094669,2005,June,Evening,D42
GO-2005761112,2005,June,Night,D31
GO-2005958231,2005,June,Evening,D23
GO-2005760646,2005,June,Night,D55
GO-20051028610,2005,June,Night,D31
GO-2005941352,2005,June,Evening,D23
GO-20051094687,2005,June,Night,D42
GO-20051050591,2005,June,Afternoon,D31
GO-2005794639,2005,June,Afternoon,D54
GO-20051079989,2005,June,Night,D52
GO-20051226905,2005,June,Night,D31
GO-20051036999,2005,June,Evening,D42
GO-2005774096,2005,June,Afternoon,D41
GO-2005744588,2005,June,Night,D22
GO-20051042368,2005,June,Night,D11
GO-2005952369,2005,June,Night,D31
GO-20051072297,2005,June,Night,D51
GO-2005955520,2005,June,Evening,D42
GO-20051000509,2005,June,Evening,D31
GO-20051083309,2005,June,Evening,D22
GO-20051059938,2005,June,Night,D12
GO-2005815617,2005,June,Evening,D11
GO-20051038563,2005,June,Night,D42
GO-2005740332,2005,June,Night,D51
GO-20051055377,2005,June,Night,D31
GO-20051086009,2005,June,Night,D14
GO-2005847703,2005,July,Evening,D23
GO-2005743846,2005,July,Night,D31
GO-2005858628,2005,July,Morning,D51
GO-2005884293,2005,July,Night,D23
GO-20051024235,2005,July,Morning,D14
GO-2005974984,2005,July,Evening,D23
GO-20051034499,2005,July,Afternoon,D41
GO-20051051617,2005,July,Afternoon,D31
GO-20051141661,2005,July,Night,D31
GO-2005813080,2005,July,Night,D12
GO-20051154125,2005,July,Evening,D42
GO-20051110621,2005,July,Night,D42
GO-2005985803,2005,July,Evening,D23
GO-2005840492,2005,July,Evening,D54
GO-20051231037,2005,July,Night,D31
GO-20051135577,2005,July,Night,D43
GO-20051119487,2005,July,Evening,D13
GO-20051000234,2005,July,Night,D31
GO-20051059962,2005,July,Evening,D12
GO-20051085328,2005,July,Evening,D32
GO-2005812215,2005,July,Evening,D31
GO-20051092479,2005,July,Evening,D42
GO-2005791447,2005,July,Evening,D51
GO-20051070044,2005,July,Evening,D22
GO-20051134984,2005,July,Evening,D32
GO-2005847166,2005,July,Night,D42
GO-20051172430,2005,July,Night,D31
GO-20051150832,2005,July,Evening,D41
GO-20051033500,2005,July,Evening,D42
GO-20051167602,2005,July,Afternoon,D31
GO-20051033503,2005,July,Morning,D42
GO-20051135001,2005,July,Afternoon,D32
GO-20051148137,2005,July,Night,D52
GO-2005812216,2005,August,Night,D31
GO-20051180813,2005,August,Night,D31
GO-20051041793,2005,August,Night,D23
GO-20051096487,2005,August,Night,D31
GO-20051102449,2005,August,Evening,D42
GO-2005962362,2005,August,Night,D41
GO-2005776261,2005,August,Evening,D43
GO-20051068304,2005,August,Night,D51
GO-20051064930,2005,August,Evening,D51
GO-20051185571,2005,August,Evening,D31
GO-20051079673,2005,August,Evening,D42
GO-2005985817,2005,August,Evening,D23
GO-20051059987,2005,August,Afternoon,D12
GO-2005736154,2005,August,Evening,D43
GO-20051156816,2005,August,Night,D51
GO-20051166826,2005,August,Evening,D12
GO-20051072514,2005,August,Afternoon,D54
GO-20051166679,2005,August,Night,D22
GO-20051196223,2005,August,Evening,D31
GO-20051098230,2005,August,Night,D52
GO-20051117819,2005,August,Afternoon,D31
GO-20051189864,2005,August,Evening,D43
GO-2005776264,2005,August,Evening,D42
GO-20051008718,2005,August,Afternoon,D54
GO-20051172399,2005,August,Evening,D14
GO-20051108904,2005,August,Afternoon,D54
GO-2005739592,2005,August,Morning,D14
GO-2005761120,2005,August,Afternoon,D31
GO-2005940171,2005,August,Night,D12
GO-2005795636,2005,August,Night,D14
GO-2005739593,2005,August,Evening,D14
GO-2005823741,2005,September,Night,D23
GO-20051101797,2005,September,Afternoon,D31
GO-2005739598,2005,September,Afternoon,D14
GO-20051194486,2005,September,Evening,D31
GO-20051186522,2005,September,Night,D31
GO-2005783530,2005,September,Afternoon,D22
GO-20051096519,2005,September,Afternoon,D31
GO-2005755933,2005,September,Afternoon,D14
GO-20051203047,2005,September,Evening,D31
GO-20051166412,2005,September,Evening,D31
GO-20051139553,2005,September,Night,D14
GO-20051095265,2005,September,Morning,D41
GO-20051156513,2005,September,Evening,D23
GO-20051217216,2005,September,Night,D52
GO-2005805999,2005,September,Evening,D31
GO-20051234246,2005,September,Evening,D42
GO-2005744320,2005,September,Night,D12
GO-20051132167,2005,September,Afternoon,D43
GO-20051223946,2005,September,Evening,D31
GO-20051168188,2005,October,Night,D42
GO-20051266664,2005,October,Night,D23
GO-20051245771,2005,October,Evening,D51
GO-20051263131,2005,October,Night,D43
GO-2005795645,2005,October,Evening,D14
GO-20051290605,2005,October,Evening,D54
GO-20051259947,2005,October,Evening,D42
GO-20051297374,2005,October,Evening,D31
GO-20051325246,2005,October,Afternoon,D23
GO-20051259958,2005,October,Afternoon,D42
GO-20051265274,2005,October,Evening,D23
GO-20051261119,2005,October,Evening,D42
GO-20051297377,2005,October,Afternoon,D31
GO-20051170440,2005,October,Night,D52
GO-20051293131,2005,October,Night,D54
GO-20051354230,2005,October,Night,D52
GO-20051372613,2005,October,Evening,D33
GO-20051172520,2005,November,Afternoon,D31
GO-20051317338,2005,November,Night,D42
GO-20051242536,2005,November,Evening,D33
GO-20051297290,2005,November,Night,D54
GO-20051268235,2005,November,Evening,D43
GO-20051299785,2005,November,Night,D43
GO-20051345445,2005,November,Afternoon,D13
GO-20051271765,2005,November,Night,D43
GO-20051241153,2005,November,Afternoon,D31
GO-20051322417,2005,November,Night,D12
GO-20051339285,2005,November,Evening,D55
GO-20051258191,2005,November,Afternoon,D23
GO-20051260443,2005,November,Evening,D23
GO-20051203108,2005,November,Night,D31
GO-20051366538,2005,November,Night,D52
GO-20051356100,2005,November,Night,D32
GO-20051335349,2005,November,Evening,D51
GO-20051421294,2005,November,Evening,D22
GO-20051438767,2005,November,Evening,D23
GO-20051428567,2005,November,Afternoon,D11
GO-20051440086,2005,December,Evening,D31
GO-20051453225,2005,December,Night,D52
GO-20051514521,2005,December,Night,D31
GO-20051268625,2005,December,Evening,D12
GO-20051402217,2005,December,Night,D13
GO-20051532878,2005,December,Evening,D52
GO-20051414850,2005,December,Evening,D31
GO-20051460790,2005,December,Afternoon,D31
GO-20051443414,2005,December,Afternoon,D31
GO-20051238536,2005,December,Night,D41
GO-20051437673,2005,December,Evening,D41
GO-20051555800,2005,December,Night,D52
GO-20051229258,2005,December,Night,D52
GO-20051492210,2005,December,Afternoon,D41
GO-20051442304,2005,December,Evening,D42
GO-20061491289,2006,January,Night,D12
GO-20061426456,2006,January,Night,D13
GO-20061540890,2006,January,Night,D42
GO-20061288462,2006,January,Evening,D31
GO-20061241208,2006,January,Night,D31
GO-20061556880,2006,January,Night,D41
GO-20061617290,2006,January,Night,D43
GO-20061565095,2006,January,Evening,D51
GO-20061301570,2006,January,Night,D53
GO-20061442230,2006,January,Night,D23
GO-20061286647,2006,January,Evening,D33
GO-20061589467,2006,January,Evening,D43
GO-20061538912,2006,January,Afternoon,D51
GO-20061457262,2006,January,Evening,D41
GO-20061460802,2006,January,Afternoon,D31
GO-20061560574,2006,January,Night,D13
GO-20061492410,2006,January,Night,D42
GO-20061540967,2006,February,Evening,D42
GO-20061518676,2006,February,Evening,D31
GO-20061426470,2006,February,Night,D13
GO-20061361475,2006,February,Evening,D31
GO-20061615548,2006,February,Afternoon,D42
GO-20061623908,2006,February,Afternoon,D42
GO-20061560776,2006,February,Night,D14
GO-20061345276,2006,February,Night,D14
GO-20061589495,2006,February,Night,D43
GO-20061479032,2006,February,Afternoon,D42
GO-20061605836,2006,February,Morning,D51
GO-20061475840,2006,February,Evening,D51
GO-20061600578,2006,February,Night,D51
GO-20061498576,2006,February,Night,D12
GO-20061590950,2006,February,Evening,D55
GO-20061465428,2006,February,Night,D14
GO-20061558918,2006,March,Afternoon,D31
GO-20061289155,2006,March,Night,D22
GO-20061460806,2006,March,Afternoon,D31
GO-20061436454,2006,March,Afternoon,D42
GO-20061557834,2006,March,Evening,D32
GO-20061581722,2006,March,Night,D31
GO-20061640987,2006,March,Afternoon,D31
GO-20061591256,2006,March,Evening,D43
GO-20061566461,2006,March,Night,D41
GO-20061503827,2006,March,Afternoon,D31
GO-20061506856,2006,March,Evening,D42
GO-20061581735,2006,March,Night,D31
GO-20061482108,2006,March,Afternoon,D42
GO-20061479234,2006,March,Afternoon,D51
GO-20061648367,2006,March,Night,D13
GO-20061555924,2006,March,Night,D52
GO-20061674500,2006,March,Night,D52
GO-20061570672,2006,March,Evening,D12
GO-20061671071,2006,March,Evening,D31
GO-20061230753,2006,March,Evening,D54
GO-20061567854,2006,April,Night,D23
GO-20061464384,2006,April,Afternoon,D41
GO-20061597263,2006,April,Evening,D43
GO-20061674726,2006,April,Night,D23
GO-20061545335,2006,April,Night,D41
GO-20061585311,2006,April,Evening,D42
GO-20061567864,2006,April,Evening,D23
GO-20061464651,2006,April,Night,D12
GO-20061608281,2006,April,Night,D42
GO-20061654964,2006,April,Evening,D42
GO-20061656460,2006,April,Evening,D33
GO-20061536067,2006,April,Evening,D42
GO-20061537207,2006,April,Afternoon,D42
GO-20061462430,2006,April,Evening,D42
GO-20061473434,2006,April,Night,D54
GO-20061719753,2006,April,Afternoon,D31
GO-20061438819,2006,April,Night,D23
GO-20061438820,2006,May,Afternoon,D23
GO-20061622418,2006,May,Evening,D23
GO-20061512556,2006,May,Afternoon,D43
GO-20061736755,2006,May,Evening,D23
GO-20061704920,2006,May,Night,D31
GO-20061265435,2006,May,Afternoon,D11
GO-20061614172,2006,May,Evening,D41
GO-20061631778,2006,May,Morning,D11
GO-20061544878,2006,May,Night,D41
GO-20061473246,2006,May,Evening,D54
GO-20061622437,2006,May,Night,D23
GO-20061705027,2006,May,Afternoon,D31
GO-20061276301,2006,May,Night,D13
GO-20061671392,2006,May,Evening,D42
GO-20061701311,2006,May,Evening,D12
GO-20061689319,2006,May,Evening,D33
GO-20061655001,2006,May,Night,D42
GO-20061713914,2006,May,Night,D12
GO-20061630473,2006,May,Evening,D43
GO-20061248371,2006,May,Morning,D13
GO-20061664262,2006,May,Evening,D31
GO-20061752723,2006,May,Afternoon,D54
GO-20061613805,2006,May,Afternoon,D43
GO-20061441432,2006,June,Morning,D12
GO-20061709982,2006,June,Night,D12
GO-20061614702,2006,June,Afternoon,D51
GO-20061765093,2006,June,Night,D41
GO-20061433643,2006,June,Evening,D31
GO-20061467670,2006,June,Night,D23
GO-20061645824,2006,June,Evening,D23
GO-20061725727,2006,June,Evening,D12
GO-20061304222,2006,June,Night,D22
GO-20061644539,2006,June,Afternoon,D42
GO-20061730459,2006,June,Afternoon,D31
GO-20061313170,2006,June,Evening,D23
GO-20061633415,2006,June,Evening,D54
GO-20061777505,2006,June,Night,D23
GO-20061978022,2006,June,Evening,D42
GO-20061453824,2006,June,Night,D42
GO-20061776282,2006,June,Night,D12
GO-20061523520,2006,June,Afternoon,D42
GO-20061662909,2006,June,Night,D51
GO-20061640731,2006,June,Night,D52
GO-20061538659,2006,June,Evening,D51
GO-20061753615,2006,June,Evening,D54
GO-20061536022,2006,June,Evening,D42
GO-20061972077,2006,June,Night,D51
GO-20061463015,2006,June,Night,D51
GO-20061782419,2006,June,Night,D42
GO-20061463143,2006,July,Night,D12
GO-20061489285,2006,July,Evening,D52
GO-20061436777,2006,July,Night,D22
GO-20061706624,2006,July,Night,D43
GO-20061760396,2006,July,Night,D31
GO-20061691483,2006,July,Morning,D51
GO-20061680741,2006,July,Evening,D51
GO-20061789165,2006,July,Evening,D42
GO-20061482034,2006,July,Evening,D12
GO-20061436568,2006,July,Night,D52
GO-20061730222,2006,July,Evening,D31
GO-20061614049,2006,July,Evening,D43
GO-20061405804,2006,July,Night,D43
GO-20061758795,2006,July,Night,D33
GO-20061730238,2006,July,Afternoon,D31
GO-20061603149,2006,July,Evening,D53
GO-20061768144,2006,August,Afternoon,D43
GO-20061734940,2006,August,Evening,D32
GO-20061798672,2006,August,Evening,D31
GO-20061756328,2006,August,Evening,D41
GO-20061722617,2006,August,Morning,D14
GO-20061740852,2006,August,Evening,D31
GO-20061682689,2006,August,Evening,D11
GO-20061817049,2006,September,Night,D41
GO-20061760748,2006,September,Evening,D33
GO-20061751588,2006,September,Night,D43
GO-20061361664,2006,September,Afternoon,D33
GO-20061671914,2006,September,Evening,D12
GO-20061711124,2006,September,Night,D43
GO-20061795299,2006,September,Night,D14
GO-20061671159,2006,September,Night,D31
GO-20061807162,2006,September,Evening,D12
GO-20061798737,2006,September,Night,D54
GO-20061442534,2006,September,Evening,D42
GO-20061873074,2006,September,Night,D14
GO-20061688173,2006,September,Evening,D51
GO-20061598789,2006,September,Afternoon,D43
GO-20061874685,2006,September,Night,D31
GO-20061710058,2006,September,Evening,D31
GO-20061746208,2006,September,Afternoon,D54
GO-20061893321,2006,September,Night,D14
GO-20061837351,2006,October,Night,D41
GO-20061504937,2006,October,Evening,D32
GO-20061688455,2006,October,Afternoon,D22
GO-20061474546,2006,October,Night,D31
GO-20061741338,2006,October,Night,D55
GO-20061851962,2006,October,Evening,D31
GO-20061761402,2006,October,Night,D54
GO-20061905589,2006,October,Evening,D54
GO-20061633445,2006,October,Night,D54
GO-20061815540,2006,October,Evening,D43
GO-20061472265,2006,October,Night,D13
GO-20061782494,2006,October,Evening,D31
GO-20061875096,2006,October,Night,D52
GO-20061770981,2006,October,Night,D55
GO-20061250620,2006,October,Night,D51
GO-20061876421,2006,October,Evening,D12
GO-20061843644,2006,October,Night,D43
GO-20061787320,2006,October,Night,D52
GO-20061820393,2006,October,Evening,D51
GO-20061927249,2006,October,Night,D43
GO-20061815563,2006,October,Night,D43
GO-20061644280,2006,November,Night,D12
GO-20061910882,2006,November,Evening,D32
GO-20061791836,2006,November,Night,D23
GO-20061939525,2006,November,Night,D14
GO-20061782519,2006,November,Night,D31
GO-20061448992,2006,November,Evening,D42
GO-20061866557,2006,November,Afternoon,D31
GO-20061478649,2006,November,Afternoon,D51
GO-20061867769,2006,November,Night,D13
GO-20061479945,2006,November,Afternoon,D23
GO-20061489389,2006,November,Evening,D51
GO-20061478293,2006,November,Evening,D33
GO-20061505156,2006,November,Evening,D14
GO-20061910911,2006,November,Afternoon,D32
GO-20061863102,2006,November,Evening,D42
GO-20061875024,2006,November,Night,D42
GO-20061796411,2006,December,Night,D14
GO-20061820732,2006,December,Afternoon,D33
GO-20061819420,2006,December,Evening,D42
GO-20061842553,2006,December,Evening,D31
GO-20061589728,2006,December,Night,D42
GO-20061945284,2006,December,Afternoon,D31
GO-20061482121,2006,December,Evening,D52
GO-20061617738,2006,December,Night,D43
GO-20061902668,2006,December,Evening,D43
GO-20061961023,2006,December,Night,D52
GO-20061501929,2006,December,Night,D14
GO-20061490523,2006,December,Evening,D23
GO-20061876931,2006,December,Evening,D31
GO-20061932560,2006,December,Evening,D31
GO-20061956337,2006,December,Evening,D23
GO-20061951585,2006,December,Evening,D31
GO-20061441750,2006,December,Night,D41
GO-20061923873,2006,December,Night,D51
GO-20071906119,2007,January,Night,D43
GO-20071879886,2007,January,Evening,D31
GO-20071875060,2007,January,Afternoon,D42
GO-20071985587,2007,January,Evening,D31
GO-20071989942,2007,January,Night,D51
GO-20071984583,2007,January,Evening,D32
GO-20071480153,2007,January,Afternoon,D23
GO-20071527461,2007,January,Evening,D51
GO-20071763040,2007,January,Night,D54
GO-20072004875,2007,January,Evening,D54
GO-20072001589,2007,January,Evening,D54
GO-20071437232,2007,January,Night,D52
GO-20071993783,2007,January,Morning,D42
GO-20071598504,2007,January,Evening,D43
GO-20071747094,2007,January,Afternoon,D51
GO-20071946264,2007,January,Night,D31
GO-20071955306,2007,January,Afternoon,D41
GO-20071967038,2007,January,Evening,D42
GO-20071925141,2007,February,Night,D43
GO-20071901732,2007,February,Morning,D13
GO-20071457888,2007,February,Evening,D41
GO-20072045443,2007,February,Night,D43
GO-20071991053,2007,February,Night,D33
GO-20072067933,2007,March,Night,D13
GO-20071965132,2007,March,Night,D14
GO-20071719955,2007,March,Evening,D51
GO-20071954097,2007,March,Night,D54
GO-20072016211,2007,March,Night,D31
GO-20071589759,2007,March,Evening,D42
GO-20071903538,2007,March,Evening,D43
GO-20072065992,2007,March,Night,D31
GO-20071564750,2007,March,Night,D13
